title,winery,region,ratings,number of ratings
Cerasuolo di Vittoria 2017,Manenti,Italy·Cerasuolo di Vittoria,3.9,65
Bastian Contrario Marche Rosso 2016,La Marca di San Michele,Italy·Marche,3.4,35
Riserva Chianti Classico 2013,Cacchiano,Italy·Chianti Classico,4,74
Chianti Classico 2015,Cacchiano,Italy·Chianti Classico,3.9,59
Millennio Chianti Classico Gran Selezione 2013,Cacchiano,Italy·Chianti Classico,4.4,27
Barbera d'Alba Superiore 2015,Borgogno,Italy·Barbera d'Alba,3.8,1013
Gigondas 2015,Lavau,France·Gigondas,4.2,267
Marsanne Les Vignes d'à Côté 2018,Yves Cuilleron,France·Collines Rhodaniennes,3.8,226
Riesling 2016,Falkenstein,Italy·Südtirol - Alto Adige,3.9,375
Black Label Cabernet Sauvignon 2014,Wynns,Australia·Coonawarra,3.9,482
The Barossan Shiraz 2017,Peter Lehmann,Australia·Barossa Valley,3.8,1080
Cabernet Sauvignon 2013,L. A. Cetto,Mexico·Valle de Guadalupe,3.4,1067
Shiraz 2017,Coriole Vineyards,Australia·McLaren Vale,3.7,47
Heritage Reserve Zinfandel 2015,DeLoach,United States·California,3.8,422
Jester Shiraz 2015,Mitolo,Australia·McLaren Vale,3.9,653
Sauvignon Blanc 2018,Hunter's,New Zealand·Marlborough,3.9,822
Barbaresco 2016,Batasiolo,Italy·Barbaresco,4,187
Cem Reis Viognier 2018,Herdade da Maroteira,Portugal·Alentejano,4.3,136
Sylvaner 2018,Eisacktaler Kellerei Cantina Valle Isarco,Italy·Südtirol - Alto Adige,3.8,221
Côtes du Jura 2014,Jean Macle,France·Château-Chalon,3.8,69
Le Pradel 2013,Domaine La Terrasse d'Elise,France·Hérault,3.8,84
Chassagne Montrachet 2015,Domaine Sylvain Morey,France·Chassagne-Montrachet,4.3,69
Martinet Bru Priorat (Garnatxa - Syrah) 2016,Martinet,Spain·Priorat,4.1,541
Canaiolo 2015,Vallone di Cecione,Italy·Toscana,3.9,52
Garnatxa de Cérvoles Vinyes Altes de Les Garrigues 2018,Cérvoles,Spain·Costers del Segre,3.9,129
Val de Montferrand Grande Cuvée Blanc 2018,Domaine de l'Hortus,France·Vin de Pays,4,26
Hito 2017,Cepa 21,Spain·Ribera del Duero,4,898
Bonne Pioche Pic-Saint-Loup 2017,Clavel,France·Pic-Saint-Loup,3.8,102
Estate Vineyards Cabernet Sauvignon 2017,Rust En Vrede,South Africa·Stellenbosch,4.1,327
Chianti Classico 2016,Poggerino,Italy·Chianti Classico,3.8,185
Chianti Classico 2016,Isole e Olena,Italy·Chianti Classico,3.9,1096
Loureiro 2018,Aphros,Portugal·Vinho Verde,3.7,500
Trebbiano Spoletino 2017,Perticaia,Italy·Spoleto,3.9,108
Vintner's Collection Pinot Noir 2018,Sterling Vineyards,United States·Central Coast,3.5,112
Zinfandel 2016,Stuhlmuller Vineyards,United States·Alexander Valley,4.3,28
Maremma Toscana Mongrana 2017,Querciabella,Italy·Maremma Toscana,3.9,162
Mother's Ruin 2016,First Drop,Australia·McLaren Vale,3.5,131
Amy's 2017,Moss Wood,Australia·Margaret River,3.9,390
Pegrandi Valpolicella Ripasso Classico Superiore 2017,Vaona,Italy·Valpolicella Ripasso Classico,4,111
F Negroamaro 2017,San Marzano,Italy·Salento,4.4,643
Reserva Malbec (Barrancas Vineyards) 2017,Pascual Toso,Argentina·Mendoza,3.9,328
Amarone della Valpolicella 2015,Pasqua,Italy·Amarone della Valpolicella,4.1,962
Tenuta San Giovanni Valdisanti 2015,Tolaini,Italy·Toscana,4.2,112
Bourgogne Renommée Rouge 2017,Remoissenet Père & Fils,France·Bourgogne,3.7,83
Evolution (E) Pinot Noir 2018,Sokol Blosser,United States·Willamette Valley,3.9,171
Joey Tensley Fundamental 2017,Tensley,United States·Central Coast,3.9,83
Petite Sirah 2017,Old Soul,United States·Lodi,3.7,140
Costières de Nîmes 2018,Château la Tour de Béraud,France·Costières-de-Nîmes,3.5,46
Creative Block 5 2016,Spier,South Africa·Stellenbosch,4.1,941
Le Combal Cahors 2016,Cosse Maisonneuve,France·Cahors,3.8,94
Sonoma County Merlot 2013,Decoy,United States·Sonoma County,3.8,1421
Maria de Lourdes Branco 2015,CARM,Portugal·Douro,4.2,86
Shiraz 2017,Epsilon,Australia·Barossa Valley,3.9,54
Moulin à Vent La Salomine 2013,Joseph Burrier (Château de Beauregard),France·Moulin-à-Vent,3.7,29
Ürziger Würzgarten Riesling Spätlese Trocken 2017,Karl Erbes,Germany·Ürzig,3.8,42
Domaine de La Chanaise Beaujolais Blanc 2014,Domaine Piron Lameloise,France·Beaujolais,3.5,44
Francs - Côtes de Bordeaux 2015,Château Marsau,France·Francs - Côtes de Bordeaux,3.8,165
Saint-Émilion Grand Cru 2012,Château Teyssier,France·Saint-Émilion Grand Cru,3.7,861
Signos de Origen Cabernet Sauvignon 2016,Emiliana,Chile·Maipo Valley,3.9,195
Rosso di Valtellina 2017,ARPEPE,Italy·Valtellina,3.7,191
Freya Riesling 2018,Sons of Eden,Australia·Eden Valley,3.8,68
La Jumalie Bourgogne Pinot Noir 2016,Henri Darnat,France·Bourgogne,3.7,113
Christo (Estate Grown) 2016,Marietta,United States·Sonoma County,3.8,256
Oka Bourgogne 2015,Domaine Arlaud,France·Bourgogne,3.7,154
Cabernet Sauvignon (Cs) 2017,Substance,United States·Columbia Valley,3.7,4318
Soffocone di Vincigliata Toscana 2017,Bibi Graetz,Italy·Toscana,3.9,105
Riserva Luna Mater 2016,Fontana Candida,Italy·Frascati,4.1,124
Chianti Superiore 2018,Castello del Trebbio,Italy·Chianti,3.7,132
Flor de Vetus Verdejo 2019,Vetus,Spain·Rueda,3.8,91
Paulucci Malbec (Angel Paulucci Vineyard) 2018,La Posta,Argentina·Mendoza,4,263
Bolgheri Orio 2018,Podere Il Castellaccio,Italy·Bolgheri,3.7,54
Chianti Classico 2017,Dievole,Italy·Chianti Classico,3.6,144
Za Inspiraciju Vrhunsko Plavac Mali Barrique 2015,Stina,Croatia·Srednja I Juzna Dalmacija,4,148
Verdicchio di Matelica 2017,ColleStefano,Italy·Verdicchio di Matelica,3.7,149
Valpolicella Ripasso Classico Superiore Il Vegro 2017,Brigaldara,Italy·Valpolicella,3.8,120
Vola Vola Viognier 2019,Fina,Italy·Terre Siciliane,3.6,35
Calvarino Soave Classico 2018,Pieropan,Italy·Soave Classico,3.8,153
Cabernet Sauvignon 2018,Omen,United States·Sierra Foothills,3.9,78
Al Passo Toscana 2016,Tolaini,Italy·Toscana,4.1,253
Pin 2012,La Spinetta,Italy·Monferrato,4,353
Valderroa Mencia 2017,Valdesil,Spain·Valdeorras,3.7,38
Alta Collection Cabernet Sauvignon 2015,Tapiz,Argentina·Mendoza,3.7,483
White Light 2017,Folk Machine,United States·California,3.7,99
The Squid's Fist 2016,Some Young Punks,Australia·Barossa,3.9,108
Tinto 2015,Quinta do Côa,Portugal·Douro,4.1,120
La Gemella Barbera d’Alba 2018,Viberti Giovanni,Italy·Barbera d'Alba,3.9,308
Petit Chenin Blanc 2018,Ken Forrester,South Africa·Stellenbosch,3.5,211
Collio Friulano 2018,Schiopetto,Italy·Collio,3.9,57
Amarone della Valpolicella Classico 2016,Cantina Valpolicella Negrar,Italy·Amarone della Valpolicella Classico,4.1,285
Vieilles Vignes Bourgogne Blanc 2017,Jean-Philippe Fichet,France·Bourgogne,3.9,26
Nova 7 2015,Benjamin Bridge,Canada·Nova Scotia,4.3,172
Assyrtiko Voila Vineyard 2019,Lyrarakis,Greece·Crete,4.1,73
Le Volte 2016,Ornellaia,Italy·Toscana,3.9,7482
Pouilly-Fuissé 2017,Cornin,France·Pouilly-Fuissé,4.1,81
Big Easy White 2018,Ernie Els,South Africa·Western Cape,3.6,130
Lirac Roc-Epine Blanc 2015,Domaine Lafond,France·Lirac,3.7,66
Côtes de Bourg 2016,Château Rousselle,France·Côtes de Bourg,3.7,116
Vespa Bianco 2015,Bastianich,Italy·Colli Orientali del Friuli,4,428
White Light 2017,Folk Machine,United States·California,3.7,99
Collio Friulano 2018,Schiopetto,Italy·Collio,3.9,57
Flor de Vetus Verdejo 2019,Vetus,Spain·Rueda,3.8,91
Paulucci Malbec (Angel Paulucci Vineyard) 2018,La Posta,Argentina·Mendoza,4,263
Chianti Classico 2017,Isole e Olena,Italy·Chianti Classico,4,36
Viognier 2015,Domaine Montrose,France·Côtes de Thongue,3.5,87
Maria de Lourdes Branco 2015,CARM,Portugal·Douro,4.2,86
Domaine de La Chanaise Beaujolais Blanc 2014,Domaine Piron Lameloise,France·Beaujolais,3.5,44
Christo (Estate Grown) 2016,Marietta,United States·Sonoma County,3.8,256
Ventoux Artemia 2015,Château Pesquie,France·Ventoux,4,126
Mr. Black's Little Book Shiraz 2017,Small Gully,Australia·Barossa Valley,3.9,91
Chianti Classico 2016,Poggerino,Italy·Chianti Classico,3.8,185
Sonoma Coast Chardonnay 2018,Cline,United States·Sonoma Coast,3.6,71
Malbec 2014,Astrolabe,France·Cahors,3.8,264
Bordeaux 2015,Clarendelle,France·Bordeaux,3.7,1818
Cabernet Sauvignon 2016,Heavyweight,United States·California,3.9,139
Droppello Toscana Bianco 2018,Fertuna,Italy·Toscana,3.8,108
Riesling 2017,Poet's Leap,United States·Columbia Valley,4,206
Pinot Noir 2017,Trisaetum,United States·Willamette Valley,4.2,125
Al Passo Toscana 2016,Tolaini,Italy·Toscana,4.1,253
Tenuta San Giovanni Valdisanti 2015,Tolaini,Italy·Toscana,4.2,112
Monte Grande Soave Classico 2017,Prà,Italy·Soave Classico,3.9,80
Pinot Grigio 2018,Livio Felluga,Italy·Colli Orientali del Friuli,4,735
Della Casa 2016,Loredan Gasparini,Italy·Montello e Colli Asolani,3.9,79
Gran Reserva Rioja 2010,Lan,Spain·Rioja,3.9,3370
Rosso di Montepulciano 2018,Dei,Italy·Rosso di Montepulciano,3.6,279
Òtre Primitivo 2018,Teanum,Italy·Puglia,3.6,39
Benefizio Riserva Pomino Bianco 2015,Castello Pomino,Italy·Pomino,4.1,510
Les Vieilles Vignes Moulin-a-Vent 2015,Thibault Liger-Belair,France·Moulin-à-Vent,4.2,252
Domaine du Carrou Sancerre Blanc 2019,Dominique Roger,France·Sancerre,3.9,43
Pinotage 2017,Delheim,South Africa·Stellenbosch,3.8,251
Trebbiano Spoletino 2017,Perticaia,Italy·Spoleto,3.9,108
Bourgogne Renommée Rouge 2017,Remoissenet Père & Fils,France·Bourgogne,3.7,83
Evolution (E) Pinot Noir 2018,Sokol Blosser,United States·Willamette Valley,3.9,171
Maremma Toscana Mongrana 2017,Querciabella,Italy·Maremma Toscana,3.9,162
Reserva Malbec (Barrancas Vineyards) 2017,Pascual Toso,Argentina·Mendoza,3.9,328
Amarone della Valpolicella 2015,Pasqua,Italy·Amarone della Valpolicella,4.1,962
Vintner's Collection Pinot Noir 2018,Sterling Vineyards,United States·Central Coast,3.5,112
Zinfandel 2016,Stuhlmuller Vineyards,United States·Alexander Valley,4.3,28
Gewürztraminer Alsace Réserve 2018,Gustave Lorentz,France·Alsace,3.5,379
Chianti Classico 2016,Isole e Olena,Italy·Chianti Classico,3.9,1096
Il Lugana 2018,Pasini San Giovanni,Italy·Lombardia,3.8,352
Crognolo Toscana 2016,Tenuta Sette Ponti,Italy·Toscana,3.9,1545
Joey Tensley Fundamental 2017,Tensley,United States·Central Coast,3.9,83
Petite Sirah 2017,Old Soul,United States·Lodi,3.7,140
Il Sasso Carmignano 2017,Piaggia,Italy·Carmignano,4.2,196
Langhe Nebbiolo 2018,De Forville,Italy·Langhe,3.7,237
Cabernet Sauvignon 2018,Omen,United States·Sierra Foothills,3.9,78
Bolgheri 2017,Michele Satta,Italy·Bolgheri,3.8,567
Chianti Classico 2017,Dievole,Italy·Chianti Classico,3.6,144
La Fermade Lirac White 2016,Domaine Maby,France·Lirac,3.5,113
Merlot 2016,Whitehall Lane,United States·Napa Valley,4.1,45
Riserva Ducale Oro Chianti Classico (Gran Selezione Gold) 2012,Ruffino,Italy·Chianti Classico,4,953
Pinotage 2017,Delheim,South Africa·Stellenbosch,3.8,251
Graves Blanc 2016,Château Villa Bel Air,France·Graves,3.6,120
Village Chardonnay 2016,Kumeu River,New Zealand·Kumeu,3.5,426
Il Lugana 2018,Pasini San Giovanni,Italy·Lombardia,3.8,352
Sonoma Coast Chardonnay 2018,Cline,United States·Sonoma Coast,3.6,71
Crognolo Toscana 2016,Tenuta Sette Ponti,Italy·Toscana,3.9,1545
Il Sasso Carmignano 2017,Piaggia,Italy·Carmignano,4.2,196
Cabernet Sauvignon 2014,Ferrari Carano,United States·Alexander Valley,4.1,746
Shiraz 2016,Tahbilk,Australia·Nagambie Lakes,3.7,159
Mad Tokaj Furmint 2015,Szent Tamás,Hungary·Tokaj,3.7,1202
Flor de Vetus Verdejo 2016,Vetus,Spain·Rueda,3.7,624
Pinot Gris Alsace 2018,Domaine Zind Humbrecht,France·Alsace,3.9,27
Cabernet Sauvignon 2018,Tom Gore,United States·California,4.1,1055
Branco (Loureiro) 2018,Quinta do Ameal,Portugal·Vinho Verde,3.8,294
Bordeaux Blanc Sec 2016,Château Doisy-Daëne,France·Bordeaux,3.9,459
Remolinos Vineyard Cabernet Sauvignon 2014,Decero,Argentina·Agrelo,3.8,537
Botonero Nebbiolo 2017,Mamete Prevostini,Italy·Terrazze Retiche di Sondrio,3.8,322
Collio Sauvignon 2017,Schiopetto,Italy·Collio,3.8,64
Wild Sauvignon 2016,Greywacke,New Zealand·Marlborough,4.2,905
Blanc de Blancs Demi - Sec 2017,Cuvée Jean-Paul,France·South West France,3.5,217
Gran Reserva 2013,Cune (CVNE),Spain·Rioja,4.1,816
Chaminé Tinto 2017,Cortes de Cima,Portugal·Alentejano,3.7,1840
Centenario Reserve Malbec 2018,Graffigna,Argentina·Tulum Valley,3.5,144
Chianti Rufina 2016,Grignano,Italy·Chianti Rùfina,3.7,98
Riesling 2018,Pewsey Vale,Australia·Eden Valley,3.6,459
Domaine du Carrou Sancerre Blanc 2019,Dominique Roger,France·Sancerre,3.9,43
Ventoux Artemia 2015,Château Pesquie,France·Ventoux,4,126
Morillon Blanc 2017,Jeff Carrel,France·Aude,4.1,627
Lalande-de-Pomerol 2014,Château Les Vieux Ormes,France·Lalande-de-Pomerol,3.8,359
Old Vines Grenache - Shiraz - Mourvedre 2017,Torbreck,Australia·Barossa Valley,4,262
Hendry Vineyard Pinot Noir 2016,Hendry,United States·Napa Valley,3.9,113
Benefizio Riserva Pomino Bianco 2015,Castello Pomino,Italy·Pomino,4.1,510
Sauvignon Blanc 2018,Shaw + Smith,Australia·Adelaide Hills,4,674
Mr. Black's Little Book Shiraz 2017,Small Gully,Australia·Barossa Valley,3.9,91
Sativa Carignan 2016,Lioco,United States·Mendocino County,4,242
Cabernet Franc Reserva Single Vineyard 2015,Lamadrid,Argentina·Agrelo,3.8,299
Tres Picos Garnacha 2016,Borsao,Spain·Campo de Borja,4,3918
Sonoma Estates Cabernet Sauvignon 2016,Arrowood,United States·Sonoma County,3.9,342
Haut-Médoc 2015,Château Cambon La Pelouse,France·Haut-Médoc,3.8,602
Sauvignon Blanc 2017,Chateau Souverain,United States·California,3.6,324
Contraste Tinto 2016,Conceito,Portugal·Douro,3.6,145
Bordeaux Supérieur 2016,Château Argadens,France·Bordeaux Supérieur,3.7,427
Valtellina Superiore 2016,Dirupi,Italy·Valtellina Superiore,3.8,80
Estate Malbec 2018,Humberto Canale,Argentina·Rio Negro,3.7,769
Two Left Feet  Red Blend 2016,Mollydooker,Australia·McLaren Vale,4,1087
Chardonnay 2017,Planeta,Italy·Menfi,4.2,2156
Sauvignon Blanc 2017,Monkey Bay,New Zealand·Marlborough,3.6,467
Private Reserve Chardonnay 2017,Beringer,United States·Napa Valley,3.9,244
Lower East Syrah 2016,Gramercy Cellars,United States·Columbia Valley,3.7,110
Chardonnay Katherine's Vineyard 2015,Cambria,United States·Santa Maria Valley,3.9,531
Barbaresco 2015,Produttori del Barbaresco,Italy·Barbaresco,4.1,4396
62 Anniversario Primitivo di Manduria Riserva 2016,San Marzano,Italy·Primitivo di Manduria,4.3,810
Vinho Verde Sweet N.V.,Casal Garcia,Portugal·Vinho Verde,4,4691
Pinot Gris 2017,The Four Graces,United States·Willamette Valley,3.9,196
Sauvignon Blanc (Reserva) 2017,Casillero del Diablo,Chile·Casablanca Valley,3.4,1931
Grand Cru 2018,Tenuta Rapitalà,Italy·Terre Siciliane,4.4,29
446 Chardonnay 2017,Noble Vines,United States·Monterey,3.6,783
Aglianico Rubrato 2017,Feudi di San Gregorio,Italy·Irpinia,3.6,755
Mannequin 2017,Orin Swift,United States·California,4,568
Monterey Chardonnay 2017,La Crema,United States·Monterey,3.8,850
Red Blend 2017,19 Crimes,Australia·Victoria,4,11719
Rosso di Montalcino 2017,Tenuta Il Poggione,Italy·Rosso di Montalcino,3.7,131
Hock 2018,Field Recordings,United States·Central Coast,3.9,44
Chardonnay 2017,El Enemigo,Argentina·Mendoza,4.2,2575
Ronan by Clinet Bordeaux 2015,Château Clinet,France·Bordeaux,3.6,596
Brunello di Montalcino 2014,Argiano,Italy·Brunello di Montalcino,4.1,755
Vendanges Nocturnes (Classic) Rouge 2018,Laurent Miquel,France·Languedoc-Roussillon,3.7,81
Legado Muñoz Garnacha 2018,Munoz,Spain·Castilla,3.7,315
Love Red 2018,Broc Cellars,United States·California,4,252
Pinot Noir 2017,Ken Wright Cellars,United States·Willamette Valley,4.1,859
Musar Jeune Rouge 2017,Château Musar,Lebanon·Bekaa Valley,3.8,858
Tinto 2017,Emilio Moro,Spain·Ribera del Duero,4.2,3952
Langhe Nebbiolo 2016,La Spinetta,Italy·Langhe,3.9,1207
Copa Santa La Méjanelle 2015,Clavel,France·Languedoc,4,106
Les Pins Saint-Péray 2018,Bernard Gripa,France·Saint-Péray,4,27
Cabernet Sauvignon 2017,Josh Cellars,United States·California,3.8,4125
Encruzado Dão 2016,Casa de Mouraz,Portugal·Dão,3.8,169
Morgon 2018,Terres Dorées,France·Morgon,3.7,80
Pinot Noir Julia's Vineyard 2015,Cambria,United States·Santa Maria Valley,3.9,1049
Burdese 2014,Planeta,Italy·Menfi,3.8,226
Rosso di Montalcino 2017,Altesino,Italy·Rosso di Montalcino,3.9,60
Estate Series Sauvignon Blanc 2019,La Playa,Chile·Curico Valley,3.7,169
Chateau de Fontaine-Audon Sancerre 2018,Langlois-Chateau,France·Sancerre,3.9,207
Sancerre Blanc 2018,Pascal Jolivet,France·Sancerre,3.9,1007
Shooting Star Zinfandel 2017,Steele,United States·Lake County,3.8,34
Cresasso Corvina Veronese 2013,Zenato,Italy·Veneto,4.2,80
Rioja 2011,Allende,Spain·Rioja,3.9,673
Lightly Oaked Chardonnay 2018,Woodbridge by Robert Mondavi,United States·California,3.6,77
Vigne Basse Vermentino Colli di Luni 2019,Terenzuola,Italy·Colli di Luni,3.8,56
Amarone della Valpolicella Classico 2015,Zenato,Italy·Amarone della Valpolicella Classico,4.4,3070
Indra Sauvignon 2018,Girlan,Italy·Südtirol - Alto Adige,3.8,164
The Stump Jump Grenache - Shiraz - Mourvedre 2017,d'Arenberg,Australia·McLaren Vale,3.7,272
Alsace Vibrations Sec 2018,Vignoble du Rêveur,France·Alsace,3.9,58
Pinot Grigio 2018,Villa Sandi,Italy·Veneto,3.3,110
Springvale Riesling 2019,Grosset,Australia·Clare Valley,4,44
East Bench Zinfandel 2017,Ridge Vineyards,United States·Dry Creek Valley,4,538
Chardonnay 2018,Rombauer Vineyards,United States·Los Carneros,4.3,2124
Cabernet Sauvignon 2017,Josh Cellars,United States·California,3.8,4125
Chianti Rufina 2017,Selvapiana,Italy·Chianti Rùfina,3.9,690
Sauvignon Blanc 2017,Matanzas Creek,United States·Sonoma County,3.8,420
Langhe Nebbiolo 2016,La Spinetta,Italy·Langhe,3.9,1207
The Stump Jump Grenache - Shiraz - Mourvedre 2017,d'Arenberg,Australia·McLaren Vale,3.7,272
Chardonnay 2018,Rombauer Vineyards,United States·Los Carneros,4.3,2124
Napa Valley Cabernet Sauvignon 2016,Beaulieu Vineyard (BV),United States·Napa Valley,3.9,2071
Cuvée Alexandre Chardonnay (Atalayas Vineyard) 2016,Lapostolle,Chile·Casablanca Valley,4,253
'a Rina Etna Rosso 2017,Girolamo Russo,Italy·Etna,4,739
Coastal Estates Cabernet Sauvignon 2016,Beaulieu Vineyard (BV),United States·California,3.5,1574
Le Rime Pinot Grigio 2018,Banfi,Italy·Toscana,3.6,46
Chianti Classico 2017,Querciabella,Italy·Chianti Classico,3.7,45
Chardonnay 2015,Red Diamond,United States·Washington,3.4,134
Sauvignon Blanc (Reserva) 2017,Casillero del Diablo,Chile·Casablanca Valley,3.4,1931
Private Reserve Chardonnay 2017,Beringer,United States·Napa Valley,3.9,244
Le Troncsec Pouilly-Fumé 2018,Joseph Mellot,France·Pouilly-Fumé,3.9,127
Côtes-du-Rhône Guy Louis Rouge 2016,Tardieu-Laurent,France·Côtes-du-Rhône,3.9,154
Haut-Médoc 2015,Château Paloumey,France·Haut-Médoc,3.8,415
Cabernet Sauvignon 2017,Avalon,United States·Napa County,3.7,400
Barbera d'Alba Tre Vigne 2017,Vietti,Italy·Barbera d'Alba,3.9,695
Frico Bianco 2018,Scarpetta,Italy·delle Venezie,3.7,96
Cabernet Sauvignon 2017,Justin,United States·Paso Robles,4.1,4434
Paralléle 45 Côtes du Rhône Rouge 2016,Paul Jaboulet Aîné,France·Côtes-du-Rhône,3.6,771
East Bench Zinfandel 2017,Ridge Vineyards,United States·Dry Creek Valley,4,538
Monterey Pinot Noir 2017,La Crema,United States·Monterey,3.9,1906
Cantaloro Toscana Rosso 2016,Avignonesi,Italy·Toscana,3.8,293
Lagone Toscana 2017,Aia Vecchia,Italy·Toscana,3.7,917
Bin 128 Shiraz 2017,Penfolds,Australia·Coonawarra,4,199
Crozes-Hermitage Rouge 2015,E. Guigal,France·Crozes-Hermitage,3.7,1708
Pinot Grigio Valdadige 2018,Santa Margherita,Italy·Valdadige,4,4363
Rioja 2011,Allende,Spain·Rioja,3.9,673
Chateau de Fontaine-Audon Sancerre 2018,Langlois-Chateau,France·Sancerre,3.9,207
Riva Ranch Pinot Noir (Reliz Creek) 2017,Wente,United States·Arroyo Seco,3.9,110
Pinot Noir (Jane's Vineyard) 2017,Davis Bynum,United States·Russian River Valley,4,242
Graves Rouge 2016,Château de Cérons,France·Graves,3.7,44
Sancerre Blanc 2018,Pascal Jolivet,France·Sancerre,3.9,1007
Shooting Star Zinfandel 2017,Steele,United States·Lake County,3.8,34
Willamette Valley Pinot Noir 2017,Siduri,United States·Willamette Valley,3.8,1081
Vintner's Collection Cabernet Sauvignon 2018,Sterling Vineyards,United States·California,3.7,517
Le Difese 2018,Tenuta San Guido,Italy·Toscana,3.8,226
Pinot Grigio Alto Adige Castel Ringberg 2018,Elena Walch,Italy·Südtirol - Alto Adige,4.1,200
Pinot Grigio delle Venezie 2018,Bolla,Italy·delle Venezie,3.6,596
Amarone della Valpolicella Valpantena 2015,Bertani,Italy·Amarone della Valpolicella Valpantena,4.2,1174
Moulin-a-Vent 2016,Château du Moulin-à-Vent,France·Moulin-à-Vent,4,97
Chianti Classico 2016,Arceno,Italy·Chianti Classico,3.9,411
Ventoux 2018,Famille Perrin,France·Ventoux,3.6,195
Cresasso Corvina Veronese 2013,Zenato,Italy·Veneto,4.2,80
Cabernet Sauvignon 2016,Stonestreet,United States·Alexander Valley,4.2,312
